ORTHO_ID	CA_gene	CG_gene
ORTHO_000607	LOC128155974	LOC105338672
ORTHO_000608	LOC128155975	LOC105348721
ORTHO_000609	LOC128155968	LOC105330907
ORTHO_000610	LOC128155976	LOC105348737
ORTHO_000611	LOC128155978	LOC105348615
ORTHO_000612	LOC128155980	LOC105338909
ORTHO_000613	LOC128155981	LOC105317586
ORTHO_000614	LOC128155982	LOC105339438
ORTHO_000615	LOC128155983	LOC117681121
ORTHO_000616	LOC128155984	LOC117681903
ORTHO_000617	LOC128155985	LOC105334850
ORTHO_000618	LOC128155986	LOC105348932
ORTHO_000619	LOC128155988	LOC117681640
ORTHO_000620	LOC128155990	LOC105330018
ORTHO_000621	LOC128155991	LOC105330624
ORTHO_000622	LOC128155992	LOC105327394
ORTHO_000623	LOC128155989	LOC105332767
ORTHO_000624	LOC128155993	LOC105325028
ORTHO_000625	LOC128155996	LOC105346320
ORTHO_000626	LOC128155997	LOC105346330
ORTHO_000627	LOC128155998	LOC105346328
ORTHO_000628	LOC128155999	LOC105346316
ORTHO_000629	LOC128156000	LOC105325032
ORTHO_000630	LOC128155977	LOC136276537
ORTHO_000631	LOC128156004	LOC105340861
ORTHO_000632	LOC128156006	LOC105319287
ORTHO_000633	LOC128156007	LOC105329847
ORTHO_000634	LOC128156005	LOC105327728
ORTHO_000635	LOC128156010	LOC105346083
ORTHO_000636	LOC128156012	LOC105330017
ORTHO_000637	LOC128156015	LOC105343574
ORTHO_000638	LOC128156018	LOC105321009
ORTHO_000639	LOC128156019	LOC117681148
ORTHO_000640	LOC128156021	LOC105340885
ORTHO_000641	LOC128156023	LOC105341589
ORTHO_000642	LOC128156025	LOC105320563
ORTHO_000643	LOC128156026	LOC105329636
ORTHO_000644	LOC128156028	LOC105332823
ORTHO_000645	LOC128156029	LOC105318766
ORTHO_000646	LOC128156032	LOC105334974
ORTHO_000647	LOC128156033	LOC105348165
ORTHO_000648	LOC128156035	LOC105327399
ORTHO_000649	LOC128156037	LOC136272389
ORTHO_000650	LOC128156038	LOC105324889
ORTHO_000651	LOC128156039	LOC105324886
ORTHO_000652	LOC128156040	LOC105318449
ORTHO_000653	LOC128156041	LOC105334948
ORTHO_000654	LOC128156043	LOC105329364
ORTHO_000655	LOC128156044	LOC105343934
ORTHO_000656	LOC128156045	LOC105326553
ORTHO_000657	LOC128156046	LOC105346988
ORTHO_000658	LOC128156048	LOC105332765
ORTHO_000659	LOC128156049	LOC105348240
ORTHO_000660	LOC128156051	LOC105325010
ORTHO_000661	LOC128156052	LOC105325009
ORTHO_000662	LOC128156053	LOC105325007
ORTHO_000663	LOC128156054	LOC105325006
ORTHO_000664	LOC128156055	LOC117681388
ORTHO_000665	LOC128156057	LOC105324307
ORTHO_000666	LOC128156059	LOC105332592
ORTHO_000667	LOC128156060	LOC105327950
ORTHO_000668	LOC128156061	LOC105346991
ORTHO_000669	LOC128156062	LOC105329821
ORTHO_000670	LOC128156063	LOC105340789
ORTHO_000671	LOC128156064	LOC105321453
ORTHO_000672	LOC128156067	LOC105330981
ORTHO_000673	LOC128156069	LOC105338900
ORTHO_000674	LOC128156066	LOC105326755
ORTHO_000675	LOC128156072	LOC117681657
ORTHO_000676	LOC128156075	LOC105345050
ORTHO_000677	LOC128156077	LOC105343831
ORTHO_000678	LOC128156078	LOC105328423
ORTHO_000679	LOC128156076	LOC105346209
ORTHO_000680	LOC128156079	LOC105319736
ORTHO_000681	LOC128156080	LOC136272985
ORTHO_000682	LOC128156081	LOC105347820
ORTHO_000683	LOC128156083	LOC105327640
ORTHO_000684	LOC128156086	LOC105328066
ORTHO_000685	LOC128156084	LOC117689850
ORTHO_000686	LOC128156087	LOC105341659
ORTHO_000687	LOC128156088	LOC105321818
ORTHO_000688	LOC128156090	LOC105318016
ORTHO_000689	LOC128156092	LOC105333172
ORTHO_000690	LOC128156093	LOC117681342
ORTHO_000691	LOC128156095	LOC105335844
ORTHO_000692	LOC128156097	LOC105335845
ORTHO_000693	LOC128156096	LOC105326414
ORTHO_000694	LOC128156099	LOC105348451
ORTHO_000695	LOC128156100	LOC105343646
ORTHO_000696	LOC128156101	LOC105343652
ORTHO_000697	LOC128156102	LOC105328890
ORTHO_000698	LOC128156104	LOC105343992
ORTHO_000699	LOC128156103	LOC105326415
ORTHO_000700	LOC128156106	LOC105339107
ORTHO_000701	LOC128156107	LOC105347822
ORTHO_000702	LOC128156109	LOC117681341
ORTHO_000703	LOC128156110	LOC117681039
ORTHO_000704	LOC128156111	LOC117681344
ORTHO_000705	LOC128156112	LOC117681343
ORTHO_000706	LOC128156113	LOC105337595
ORTHO_000707	LOC128156115	LOC105334938
ORTHO_000708	LOC128156117	LOC117681315
ORTHO_000709	LOC128156118	LOC109617858
ORTHO_000710	LOC128156116	LOC105317322
ORTHO_000711	LOC128156119	LOC136273214
ORTHO_000712	LOC128156121	LOC105332757
ORTHO_000713	LOC128156122	LOC105346084
ORTHO_000714	LOC128156123	LOC105346085
ORTHO_000715	LOC128156126	LOC105348753
ORTHO_000716	LOC128156131	LOC105344611
ORTHO_000717	LOC128156132	LOC105343994
ORTHO_000718	LOC128156133	LOC105343993
ORTHO_000719	LOC128156135	LOC105319585
ORTHO_000720	LOC128156139	LOC105331872
ORTHO_000721	LOC128156140	LOC109619202
ORTHO_000722	LOC128156141	LOC105345430
ORTHO_000723	LOC128156142	LOC105320306
ORTHO_000724	LOC128156147	LOC105339103
ORTHO_000725	LOC128156148	LOC105348617
ORTHO_000726	LOC128156150	LOC105338611
ORTHO_000727	LOC128156151	LOC105336556
ORTHO_000728	LOC128156156	LOC105339650
ORTHO_000729	LOC128156158	LOC105327930
ORTHO_000730	LOC128156159	LOC105334934
ORTHO_000731	LOC128156160	LOC117680663
ORTHO_000732	LOC128156166	LOC105328820
ORTHO_000733	LOC128156167	LOC105335679
ORTHO_000734	LOC128156168	LOC105347486
ORTHO_000735	LOC128156169	LOC105333700
ORTHO_000736	LOC128156172	LOC105327964
ORTHO_000737	LOC128156170	LOC105337787
ORTHO_000738	LOC128156173	LOC105327965
ORTHO_000739	LOC128156175	LOC105319209
ORTHO_000740	LOC128156176	LOC105335332
ORTHO_000741	LOC128156177	LOC105335331
ORTHO_000742	LOC128156178	LOC105343635
ORTHO_000743	LOC128156179	Rps5
ORTHO_000744	LOC128156180	LOC136269498
ORTHO_000745	LOC128156181	LOC105347824
ORTHO_000746	LOC128156183	LOC105336195
ORTHO_000747	LOC128156184	LOC105336196
ORTHO_000748	LOC128156188	LOC105327322
ORTHO_000749	LOC128156189	LOC105321210
ORTHO_000750	LOC128156191	LOC105327320
ORTHO_000751	LOC128156192	LOC105327321
ORTHO_000752	LOC128156195	LOC105324594
ORTHO_000753	LOC128156193	LOC117684582
ORTHO_000754	LOC128156196	LOC105339830
ORTHO_000755	LOC128156197	LOC105328300
ORTHO_000756	LOC128156198	LOC105342649
ORTHO_000757	LOC128156200	LOC105338014
ORTHO_000758	LOC128156201	LOC105348246
ORTHO_000759	LOC128156202	LOC136272702
ORTHO_000760	LOC128156204	LOC105346876
ORTHO_000761	LOC128156205	LOC105328138
ORTHO_000762	LOC128156203	LOC105339428
ORTHO_000763	LOC128156207	LOC105347815
ORTHO_000764	LOC128156209	LOC117681334
ORTHO_000765	LOC128156210	LOC105330852
ORTHO_000766	LOC128156211	LOC105335874
ORTHO_000767	LOC128156213	LOC105335872
ORTHO_000768	LOC128156214	LOC105340755
ORTHO_000769	LOC128156216	LOC136271725
ORTHO_000770	LOC128156217	LOC105335154
ORTHO_000771	LOC128156218	LOC105332919
ORTHO_000772	LOC128156215	LOC117684581
ORTHO_000773	LOC128156220	LOC105346168
ORTHO_000774	LOC128156221	LOC105332920
ORTHO_000775	LOC128156222	LOC105335155
ORTHO_000776	LOC128156224	LOC105335927
ORTHO_000777	LOC128156226	LOC105332922
ORTHO_000778	LOC128156227	LOC105332917
ORTHO_000779	LOC128156228	LOC105335873
ORTHO_000780	LOC128156229	LOC105340754
ORTHO_000781	LOC128156230	LOC105340756
ORTHO_000782	LOC128156231	LOC105332916
ORTHO_000783	LOC128156233	LOC117681696
ORTHO_000784	LOC128156235	LOC105318329
ORTHO_000785	LOC128156238	LOC105331146
ORTHO_000786	LOC128156240	LOC105339097
ORTHO_000787	LOC128156241	LOC105322194
ORTHO_000788	LOC128156242	LOC105320974
ORTHO_000789	LOC128156244	LOC105322914
ORTHO_000790	LOC128156246	LOC105337579
ORTHO_000791	LOC128156247	LOC105348174
ORTHO_000792	LOC128156249	LOC105321549
ORTHO_000793	LOC128156251	LOC105346275
ORTHO_000794	LOC128156257	LOC105332367
ORTHO_000795	LOC128156258	LOC105345410
ORTHO_000796	LOC128156260	LOC105346848
ORTHO_000797	LOC128156261	LOC105339645
ORTHO_000798	LOC128156262	LOC105345689
ORTHO_000799	LOC128156263	LOC105346203
ORTHO_000800	LOC128156264	LOC105330298
ORTHO_000801	LOC128156266	LOC105320780
ORTHO_000802	LOC128156267	LOC105341032
ORTHO_000803	LOC128156268	LOC105333173
ORTHO_000804	LOC128156269	LOC105336380
ORTHO_000805	LOC128156270	LOC105336381
ORTHO_000806	LOC128156271	LOC105333174
ORTHO_000807	LOC128156272	LOC105332159
ORTHO_000808	LOC128156274	LOC105341030
ORTHO_000809	LOC128156276	LOC105336379
ORTHO_000810	LOC128156273	LOC105346204
ORTHO_000811	LOC128156277	LOC105341029
ORTHO_000812	LOC128156278	LOC105341033
ORTHO_000813	LOC128156279	LOC105336406
ORTHO_000814	LOC128156280	LOC105336378
ORTHO_000815	LOC128156281	LOC105336376
ORTHO_000816	LOC128156286	LOC105317979
ORTHO_000817	LOC128156283	LOC105325146
ORTHO_000818	LOC128156287	LOC105317867
ORTHO_000819	LOC128156288	LOC105321008
ORTHO_000820	LOC128156289	LOC105339648
ORTHO_000821	LOC128156290	LOC105339647
ORTHO_000822	LOC128156291	LOC105339646
ORTHO_000823	LOC128156292	LOC105346853
ORTHO_000824	LOC128156294	LOC105346851
ORTHO_000825	LOC128156293	LOC105347377
ORTHO_000826	LOC128156295	LOC105337267
ORTHO_000827	LOC128156296	LOC136273016
ORTHO_000828	LOC128156297	LOC105318927
ORTHO_000829	LOC128156299	LOC105327672
ORTHO_000830	LOC128156300	LOC105327670
ORTHO_000831	LOC128156301	LOC105344359
ORTHO_000832	LOC128156302	LOC105335335
ORTHO_000833	LOC128156304	LOC105345153
ORTHO_000834	LOC128156307	LOC105349068
ORTHO_000835	LOC128156308	LOC105348735
ORTHO_000836	LOC128156309	LOC105335704
ORTHO_000837	LOC128156312	LOC105321560
ORTHO_000838	LOC128156314	LOC117681041
ORTHO_000839	LOC128156316	LOC105329872
ORTHO_000840	LOC128156317	LOC105321974
ORTHO_000841	LOC128156318	LOC105335140
ORTHO_000842	LOC128156315	LOC105328081
ORTHO_000843	LOC128156319	LOC117681463
ORTHO_000844	LOC128156320	LOC105345393
ORTHO_000845	LOC128156321	LOC105318447
ORTHO_000846	LOC128156326	LOC105321216
ORTHO_000847	LOC128156327	LOC105321215
ORTHO_000848	LOC128156329	LOC136272972
ORTHO_000849	LOC128156331	LOC136270199
ORTHO_000850	LOC128156333	LOC105332140
ORTHO_000851	LOC128156334	LOC105333351
ORTHO_000852	LOC128156336	LOC105331877
ORTHO_000853	LOC128156337	LOC105320684
ORTHO_000854	LOC128156335	LOC105327782
ORTHO_000855	LOC128156339	LOC105318326
ORTHO_000856	LOC128156340	LOC105328704
ORTHO_000857	LOC128156341	LOC105319741
ORTHO_000858	LOC128156345	LOC117681038
ORTHO_000859	LOC128156342	LOC109618019
ORTHO_000860	LOC128156347	LOC105327920
ORTHO_000861	LOC128156348	LOC105348227
ORTHO_000862	LOC128156349	LOC105348229
ORTHO_000863	LOC128156350	LOC105334372
ORTHO_000864	LOC128156352	LOC105334373
ORTHO_000865	LOC128156354	LOC105334370
ORTHO_000866	LOC128156356	LOC105317897
ORTHO_000867	LOC128156358	LOC105344351
ORTHO_000868	LOC128156361	LOC105338464
ORTHO_000869	LOC128156362	LOC105321456
ORTHO_000870	LOC128156367	LOC105321467
ORTHO_000871	LOC128156369	LOC105322191
ORTHO_000872	LOC128156370	LOC136273060
ORTHO_000873	LOC128156372	LOC105337234
ORTHO_000874	LOC128156373	LOC105348224
ORTHO_000875	LOC128156374	LOC105318004
ORTHO_000876	LOC128156376	LOC105339470
ORTHO_000877	LOC128156377	LOC105317719
ORTHO_000878	LOC128156364	LOC105339770
ORTHO_000879	LOC128156379	LOC105345565
ORTHO_000880	LOC128156380	LOC105339135
ORTHO_000881	LOC128156382	LOC105343622
ORTHO_000882	LOC128156383	LOC105337232
ORTHO_000883	LOC128156384	LOC105320745
ORTHO_000884	LOC128156385	LOC105336791
ORTHO_000885	LOC128156388	LOC117681553
ORTHO_000886	LOC128156390	LOC117681629
ORTHO_000887	LOC128156391	LOC136272878
ORTHO_000888	LOC128156389	LOC117690218
ORTHO_000889	LOC128156396	LOC105343570
ORTHO_000890	LOC128156397	LOC136272987
ORTHO_000891	LOC128156399	LOC105322265
ORTHO_000892	LOC128156400	LOC105317892
ORTHO_000893	LOC128156401	LOC105317891
ORTHO_000894	LOC128156398	LOC105343445
ORTHO_000895	LOC128156403	LOC105341583
ORTHO_000896	LOC128156404	LOC105341585
ORTHO_000897	LOC128156405	LOC105341582
ORTHO_000898	LOC128156406	LOC105341584
ORTHO_000899	LOC128156408	LOC105321884
ORTHO_000900	LOC128156410	LOC105346187
ORTHO_000901	LOC128156409	LOC105329024
ORTHO_000902	LOC128156412	LOC105329023
ORTHO_000903	LOC128156411	LOC105336545
ORTHO_000904	LOC128156413	LOC105329022
ORTHO_000905	LOC128156415	LOC105332466
ORTHO_000906	LOC128156417	LOC105340799
ORTHO_000907	LOC128156418	LOC105339134
ORTHO_000908	LOC128156420	LOC136272868
ORTHO_000909	LOC128156423	LOC105320091
ORTHO_000910	LOC128156424	LOC105320092
ORTHO_000911	LOC128156425	LOC105340808
ORTHO_000912	LOC128156426	LOC105336587
ORTHO_000913	LOC128156428	LOC105336265
ORTHO_000914	LOC128156430	LOC105337236
ORTHO_000915	LOC128156432	LOC105334547
ORTHO_000916	LOC128156433	LOC109617040
ORTHO_000917	LOC128156435	LOC105331323
ORTHO_000918	LOC128156436	LOC105331325
ORTHO_000919	LOC128156437	LOC105348236
ORTHO_000920	LOC128156438	LOC105329852
ORTHO_000921	LOC128156440	LOC105327390
ORTHO_000922	LOC128156441	LOC136275260
ORTHO_000923	LOC128156444	LOC105327475
ORTHO_000924	LOC128156445	LOC105327474
ORTHO_000925	LOC128156448	LOC105341594
ORTHO_000926	LOC128156450	LOC105341593
ORTHO_000927	LOC128156451	LOC105321881
ORTHO_000928	LOC128156452	LOC105329428
ORTHO_000929	LOC128156449	LOC105330359
ORTHO_000930	LOC128156453	LOC105325855
ORTHO_000931	LOC128156454	LOC105338917
ORTHO_000932	LOC128156456	LOC105334944
ORTHO_000933	LOC128156457	LOC105321251
ORTHO_000934	LOC128156458	LOC105321252
ORTHO_000935	LOC128156455	LOC105325142
ORTHO_000936	LOC128156459	LOC105321250
ORTHO_000937	LOC128156460	LOC105317863
ORTHO_000938	LOC128156463	LOC117681490
ORTHO_000939	LOC128156464	LOC105331671
ORTHO_000940	LOC128156467	LOC105331667
ORTHO_000941	LOC128156465	LOC105322689
ORTHO_000942	LOC128156468	LOC105331668
ORTHO_000943	LOC128156469	LOC117681336
ORTHO_000944	LOC128156471	LOC105340944
ORTHO_000945	LOC128156473	LOC105345652
ORTHO_000946	LOC128156478	LOC105341364
ORTHO_000947	LOC128156479	LOC105329703
ORTHO_000948	LOC128156480	LOC105328702
ORTHO_000949	LOC128156481	LOC105340379
ORTHO_000950	LOC128156482	LOC105320660
ORTHO_000951	LOC128156483	LOC105321752
ORTHO_000952	LOC128156484	LOC105321753
ORTHO_000953	LOC128156485	LOC105341028
ORTHO_000954	LOC128156491	LOC105321546
ORTHO_000955	LOC128156493	LOC109618433
ORTHO_000956	LOC128156494	LOC136272130
ORTHO_000957	LOC128156492	LOC136269448
ORTHO_000958	LOC128156497	LOC105345755
ORTHO_000959	LOC128156498	LOC105331124
ORTHO_000960	LOC128156500	LOC117681065
ORTHO_000961	LOC128156503	LOC105322519
ORTHO_000962	LOC128156505	LOC109619035
ORTHO_000963	LOC128156506	LOC105320415
ORTHO_000964	LOC128156504	LOC105319020
ORTHO_000965	LOC128156508	LOC105317310
ORTHO_000966	LOC128156509	LOC105332464
ORTHO_000967	LOC128156510	LOC105321558
ORTHO_000968	LOC128156512	LOC105346000
ORTHO_000969	LOC128156513	LOC105327393
ORTHO_000970	LOC128156516	LOC105329376
ORTHO_000971	LOC128156514	LOC117680370
ORTHO_000972	LOC128156520	LOC105329374
ORTHO_000973	LOC128156521	LOC136269664
ORTHO_000974	LOC128156525	LOC105336878
ORTHO_000975	LOC128156528	LOC105337233
ORTHO_000976	LOC128156529	LOC105333271
ORTHO_000977	LOC128156530	LOC105320979
ORTHO_000978	LOC128156532	LOC105344368
ORTHO_000979	LOC128156533	LOC105333272
ORTHO_000980	LOC128156531	LOC105347731
ORTHO_000981	LOC128156534	LOC117681710
ORTHO_000982	LOC128156536	LOC105338132
ORTHO_000983	LOC128156540	LOC105334858
ORTHO_000984	LOC128156542	LOC117680977
ORTHO_000985	LOC128156544	LOC105321234
ORTHO_000986	LOC128156549	LOC105321551
ORTHO_000987	LOC128156550	LOC136271473
ORTHO_000988	LOC128156547	LOC105347730
ORTHO_000989	LOC128156551	LOC105324162
ORTHO_000990	LOC128156552	LOC105318603
ORTHO_000991	LOC128156553	LOC105334939
ORTHO_000992	LOC128156554	LOC105330444
ORTHO_000993	LOC128156555	LOC105336420
ORTHO_000994	LOC128156557	LOC105343997
ORTHO_000995	LOC128156556	LOC105322401
ORTHO_000996	LOC128156560	LOC105346926
ORTHO_000997	LOC128156562	LOC136274441
ORTHO_000998	LOC128156564	LOC105339687
ORTHO_000999	LOC128156566	LOC105343950
ORTHO_001000	LOC128156568	LOC136272988
ORTHO_001001	LOC128156570	LOC105320897
ORTHO_001002	LOC128156571	LOC105330983
ORTHO_001003	LOC128156572	LOC105348455
ORTHO_001004	LOC128156573	LOC105332559
ORTHO_001005	LOC128156574	LOC105334600
ORTHO_001006	LOC128156576	LOC105340887
ORTHO_001007	LOC128156577	LOC105341952
ORTHO_001008	LOC128156575	LOC136269555
ORTHO_001009	LOC128156578	LOC105324877
ORTHO_001010	LOC128156579	LOC105338584
ORTHO_001011	LOC128156580	LOC105338694
ORTHO_001012	LOC128156581	LOC117691838
ORTHO_001013	LOC128156582	LOC105338602
ORTHO_001014	LOC128156583	LOC105338607
ORTHO_001015	LOC128156584	LOC105338604
ORTHO_001016	LOC128156586	LOC105338609
ORTHO_001017	LOC128156587	LOC136272938
ORTHO_001018	LOC128156588	LOC117681059
ORTHO_001019	LOC128156589	LOC105325314
ORTHO_001020	LOC128156590	LOC105346858
ORTHO_001021	LOC128156591	LOC105328705
ORTHO_001022	LOC128156592	LOC105330614
ORTHO_001023	LOC128156593	LOC105327397
ORTHO_001024	LOC128156595	LOC105341075
ORTHO_001025	LOC128156597	LOC105343563
ORTHO_001026	LOC128156598	LOC117681106
ORTHO_001027	LOC128156599	LOC105321559
ORTHO_001028	LOC128156601	LOC105346875
ORTHO_001029	LOC128156600	LOC105329536
ORTHO_001030	LOC128156602	LOC105330292
ORTHO_001031	LOC128156603	LOC105331143
ORTHO_001032	LOC128156605	LOC105320794
ORTHO_001033	LOC128156606	LOC105340397
ORTHO_001034	LOC128156609	LOC105334851
ORTHO_001035	LOC128156610	LOC105343922
ORTHO_001036	LOC128156611	LOC105341954
ORTHO_001037	LOC128156612	LOC105330842
ORTHO_001038	LOC128156613	LOC105334930
ORTHO_001039	LOC128156615	LOC105334927
ORTHO_001040	LOC128156616	LOC105334928
ORTHO_001041	LOC128156617	LOC105348611
ORTHO_001042	LOC128156621	LOC105317589
ORTHO_001043	LOC128156622	LOC105319675
ORTHO_001044	LOC128156624	LOC105348459
ORTHO_001045	LOC128156625	LOC117681097
ORTHO_001046	LOC128156626	LOC105348235
ORTHO_001047	LOC128156627	LOC105347578
ORTHO_001048	LOC128156628	LOC105348242
ORTHO_001049	LOC128156630	LOC105318017
ORTHO_001050	LOC128156629	LOC105319676
ORTHO_001051	LOC128156632	LOC117685656
ORTHO_001052	LOC128156637	LOC105345056
ORTHO_001053	LOC128156638	LOC105340121
ORTHO_001054	LOC128156641	LOC105327744
ORTHO_001055	LOC128156639	LOC105344538
ORTHO_001056	LOC128156642	LOC105327762
ORTHO_001057	LOC128156644	LOC105345157
ORTHO_001058	LOC128156645	LOC105325269
ORTHO_001059	LOC128156646	LOC105337979
ORTHO_001060	LOC128156649	LOC105347115
ORTHO_001061	LOC128156648	LOC105323286
ORTHO_001062	LOC128156653	LOC105325027
ORTHO_001063	LOC128156655	LOC105341355
ORTHO_001064	LOC128156657	LOC105345382
ORTHO_001065	LOC128156658	LOC105338661
ORTHO_001066	LOC128156656	LOC105340227
ORTHO_001067	LOC128156661	LOC105336522
ORTHO_001068	LOC128156662	LOC105336519
ORTHO_001069	LOC128156664	LOC105336521
ORTHO_001070	LOC128156663	LOC105335004
ORTHO_001071	LOC128156665	LOC105343926
ORTHO_001072	LOC128156666	LOC105331104
ORTHO_001073	LOC128156667	LOC105345634
ORTHO_001074	LOC128156668	LOC117686713
ORTHO_001075	LOC128156669	LOC105335806
ORTHO_001076	LOC128156670	LOC105333538
ORTHO_001077	LOC128156671	LOC105334719
ORTHO_001078	LOC128156672	LOC109617690
ORTHO_001079	LOC128156678	LOC136271605
ORTHO_001080	LOC128156680	LOC105340928
ORTHO_001081	LOC128156681	LOC105340926
ORTHO_001082	LOC128156682	LOC105340962
ORTHO_001083	LOC128156683	LOC105330909
ORTHO_001084	LOC128156684	LOC105335003
ORTHO_001085	LOC128156687	LOC105340809
ORTHO_001086	LOC128156688	LOC105343634
ORTHO_001087	LOC128156690	LOC105348456
ORTHO_001088	LOC128156691	LOC105339065
ORTHO_001089	LOC128156130	LOC105325138
ORTHO_001090	LOC128156694	LOC105320746
ORTHO_001091	LOC128156695	LOC105327675
ORTHO_001092	LOC128156698	LOC105328290
ORTHO_001093	LOC128156697	LOC105337115
ORTHO_001094	LOC128156699	LOC105328340
ORTHO_001095	LOC128156700	LOC105328345
ORTHO_001096	LOC128156708	LOC105328035
ORTHO_001097	LOC128156709	LOC105321891
ORTHO_001098	LOC128156710	LOC105321885
ORTHO_001099	LOC128156711	LOC109617857
ORTHO_001100	LOC128156713	LOC105320742
ORTHO_001101	LOC128156714	LOC105320743
ORTHO_001102	LOC128156715	LOC117681676
ORTHO_001103	LOC128156718	LOC117681032
ORTHO_001104	LOC128156720	LOC105318610
ORTHO_001105	LOC128156717	LOC105328197
ORTHO_001106	LOC128156721	LOC105338747
ORTHO_001107	LOC128156724	LOC105338746
ORTHO_001108	LOC128156723	LOC105340004
ORTHO_001109	LOC128156725	LOC117681604
ORTHO_001110	LOC128156726	LOC117681840
ORTHO_001111	LOC128156727	LOC105328563
ORTHO_001112	LOC128156729	LOC105325625
ORTHO_001113	LOC128156730	LOC105340006
ORTHO_001114	LOC128156731	LOC105330730
ORTHO_001115	LOC128156732	LOC105325683
ORTHO_001116	LOC128156733	LOC105330727
ORTHO_001117	LOC128156735	LOC105330733
ORTHO_001118	LOC128156736	LOC105330731
ORTHO_001119	LOC128156737	LOC105330734
ORTHO_001120	LOC128156738	LOC105325657
ORTHO_001121	LOC128156739	LOC109619061
ORTHO_001122	LOC128156740	LOC136272777
ORTHO_001123	LOC128156741	LOC105330729
ORTHO_001124	LOC128156742	LOC105344519
ORTHO_001125	LOC128156743	LOC105325667
ORTHO_001126	LOC128156745	LOC105344521
ORTHO_001127	LOC128156746	LOC136272184
ORTHO_001128	LOC128156734	LOC105340008
ORTHO_001129	LOC128156747	LOC105330728
ORTHO_001130	LOC128156748	LOC105325675
ORTHO_001131	LOC128156749	LOC105344265
ORTHO_001132	LOC128156750	LOC105325620
ORTHO_001133	LOC128156751	LOC105344263
ORTHO_001134	LOC128156754	LOC105337639
ORTHO_001135	LOC128156755	LOC105331485
ORTHO_001136	LOC128156756	LOC105331480
ORTHO_001137	LOC128156757	LOC105331484
ORTHO_001138	LOC128156758	LOC105331483
ORTHO_001139	LOC128156759	LOC105331482
ORTHO_001140	LOC128156760	LOC105343642
ORTHO_001141	LOC128156763	LOC105345414
ORTHO_001142	LOC128156764	LOC105343422
ORTHO_001143	LOC128156767	LOC105321214
ORTHO_001144	LOC128156768	LOC105333164
ORTHO_001145	LOC128156769	LOC105333165
ORTHO_001146	LOC128156770	LOC105325535
ORTHO_001147	LOC128156772	LOC105325545
ORTHO_001148	LOC128156773	LOC105347826
ORTHO_001149	LOC128156774	LOC105347823
ORTHO_001150	LOC128156776	LOC105346006
ORTHO_001151	LOC128156777	LOC105328628
ORTHO_001152	LOC128156778	LOC105342157
ORTHO_001153	LOC128156779	LOC105330924
ORTHO_001154	LOC128156780	LOC105317888
