CAmt|atp6::CM046786.1:9839-10508(+)	CAmt|atp6
CA|XM_052817351.1	LOC128155577
CA|XM_052817352.1	LOC128155577
CA|XM_052817353.1	LOC128155579
CA|XM_052817354.1	LOC128155581
CA|XM_052817355.1	LOC128155581
CA|XM_052817356.1	LOC128193000
CA|XM_052817357.1	LOC128155578
CA|XM_052817358.1	LOC128155582
CA|XM_052817359.1	LOC128155583
CA|XM_052817360.1	LOC128155584
CA|XM_052817361.1	LOC128155585
CA|XM_052817362.1	LOC128155586
CA|XM_052817363.1	LOC128155586
CA|XM_052817364.1	LOC128155587
CA|XM_052817365.1	LOC128155578
CA|XM_052817366.1	LOC128155589
CA|XM_052817367.1	LOC128155590
CA|XM_052817368.1	LOC128155591
CA|XM_052817369.1	LOC128155591
CA|XM_052817370.1	LOC128155592
CA|XM_052817371.1	LOC128155592
CA|XM_052817372.1	LOC128155592
CA|XM_052817373.1	LOC128155592
CA|XM_052817374.1	LOC128155594
CA|XM_052817375.1	LOC128155593
CA|XM_052817376.1	LOC128155595
CA|XM_052817377.1	LOC128155595
CA|XM_052817378.1	LOC128155595
CA|XM_052817379.1	LOC128155593
CA|XM_052817380.1	LOC128155597
CA|XM_052817381.1	LOC128155597
CA|XM_052817382.1	LOC128155597
CA|XM_052817383.1	LOC128155597
CA|XM_052817384.1	LOC128155598
CA|XM_052817385.1	LOC128155598
CA|XM_052817386.1	LOC128155598
CA|XM_052817387.1	LOC128155598
CA|XM_052817388.1	LOC128155598
CA|XM_052817389.1	LOC128155598
CA|XM_052817390.1	LOC128155598
CA|XM_052817391.1	LOC128155598
CA|XM_052817392.1	LOC128155598
CA|XM_052817393.1	LOC128155598
CA|XM_052817394.1	LOC128155599
CA|XM_052817395.1	LOC128155598
CA|XM_052817396.1	LOC128155598
CA|XM_052817397.1	LOC128155598
CA|XM_052817398.1	LOC128155600
CA|XM_052817399.1	LOC128155601
CA|XM_052817400.1	LOC128155601
CA|XM_052817401.1	LOC128155602
CA|XM_052817402.1	LOC128155602
CA|XM_052817403.1	LOC128155603
CA|XM_052817404.1	LOC128155605
CA|XM_052817405.1	LOC128155606
CA|XM_052817406.1	LOC128155607
CA|XM_052817407.1	LOC128155604
CA|XM_052817408.1	LOC128155607
CA|XM_052817409.1	LOC128155612
CA|XM_052817410.1	LOC128155612
CA|XM_052817411.1	LOC128155604
CA|XM_052817412.1	LOC128155613
CA|XM_052817413.1	LOC128155614
CA|XM_052817414.1	LOC128155616
CA|XM_052817415.1	LOC128155616
CA|XM_052817416.1	LOC128155616
CA|XM_052817417.1	LOC128155616
CA|XM_052817418.1	LOC128155617
CA|XM_052817419.1	LOC128155617
CA|XM_052817420.1	LOC128155620
CA|XM_052817421.1	LOC128155618
CA|XM_052817422.1	LOC128155621
CA|XM_052817423.1	LOC128155622
CA|XM_052817424.1	LOC128155622
CA|XM_052817425.1	LOC128155622
CA|XM_052817426.1	LOC128155622
CA|XM_052817427.1	LOC128155623
CA|XM_052817428.1	LOC128155623
CA|XM_052817429.1	LOC128155623
CA|XM_052817430.1	LOC128155623
CA|XM_052817431.1	LOC128193000
CA|XM_052817432.1	LOC128155618
CA|XM_052817433.1	LOC128155623
CA|XM_052817434.1	LOC128155623
CA|XM_052817435.1	LOC128155624
CA|XM_052817436.1	LOC128155625
CA|XM_052817437.1	LOC128155626
CA|XM_052817438.1	LOC128155627
CA|XM_052817439.1	LOC128155628
CA|XM_052817440.1	LOC128155629
CA|XM_052817441.1	LOC128155631
CA|XM_052817442.1	LOC128155632
CA|XM_052817443.1	LOC128155633
CA|XM_052817444.1	LOC128155630
CA|XM_052817445.1	LOC128155634
CA|XM_052817446.1	LOC128155635
CA|XM_052817447.1	LOC128155636
CA|XM_052817448.1	LOC128155637
CA|XM_052817449.1	LOC128155638
CA|XM_052817450.1	LOC128155639
CA|XM_052817451.1	LOC128155630
CA|XM_052817452.1	LOC128155640
CA|XM_052817453.1	LOC128155641
CA|XM_052817454.1	LOC128155642
CA|XM_052817455.1	LOC128155644
CA|XM_052817456.1	LOC128155645
CA|XM_052817457.1	LOC128155645
CA|XM_052817458.1	LOC128155648
CA|XM_052817459.1	LOC128155649
CA|XM_052817460.1	LOC128155649
CA|XM_052817461.1	LOC128155646
CA|XM_052817462.1	LOC128155650
CA|XM_052817463.1	LOC128155651
CA|XM_052817464.1	LOC128155651
CA|XM_052817465.1	LOC128155652
CA|XM_052817466.1	LOC128155652
CA|XM_052817467.1	LOC128155653
CA|XM_052817468.1	LOC128155656
CA|XM_052817469.1	LOC128155657
CA|XM_052817470.1	LOC128155658
CA|XM_052817471.1	LOC128155658
CA|XM_052817472.1	LOC128155655
CA|XM_052817473.1	LOC128155658
CA|XM_052817474.1	LOC128155658
CA|XM_052817475.1	LOC128155659
CA|XM_052817476.1	LOC128155659
CA|XM_052817477.1	LOC128155660
CA|XM_052817478.1	LOC128155661
CA|XM_052817479.1	LOC128155662
CA|XM_052817480.1	LOC128155663
CA|XM_052817481.1	LOC128155665
CA|XM_052817482.1	LOC128155666
CA|XM_052817483.1	LOC128155667
CA|XM_052817484.1	LOC128155664
CA|XM_052817485.1	LOC128155668
CA|XM_052817486.1	LOC128155668
CA|XM_052817487.1	LOC128155668
CA|XM_052817488.1	LOC128155668
CA|XM_052817489.1	LOC128155669
CA|XM_052817490.1	LOC128155670
CA|XM_052817491.1	LOC128155670
CA|XM_052817492.1	LOC128155670
CA|XM_052817493.1	LOC128155672
CA|XM_052817494.1	LOC128155672
CA|XM_052817495.1	LOC128155673
CA|XM_052817496.1	LOC128155674
CA|XM_052817497.1	LOC128155671
CA|XM_052817498.1	LOC128155676
CA|XM_052817499.1	LOC128155676
CA|XM_052817500.1	LOC128155677
CA|XM_052817501.1	LOC128155677
CA|XM_052817502.1	LOC128155677
CA|XM_052817503.1	LOC128155678
CA|XM_052817504.1	LOC128155678
CA|XM_052817505.1	LOC128155671
CA|XM_052817506.1	LOC128155678
CA|XM_052817507.1	LOC128155678
CA|XM_052817508.1	LOC128155678
CA|XM_052817509.1	LOC128155679
CA|XM_052817510.1	LOC128193000
CA|XM_052817511.1	LOC128155680
CA|XM_052817512.1	LOC128155681
CA|XM_052817513.1	LOC128155671
CA|XM_052817514.1	LOC128155681
CA|XM_052817515.1	LOC128155682
CA|XM_052817516.1	LOC128155684
CA|XM_052817517.1	LOC128155684
CA|XM_052817518.1	LOC128155685
CA|XM_052817519.1	LOC128155686
CA|XM_052817520.1	LOC128155671
CA|XM_052817521.1	LOC128155687
CA|XM_052817522.1	LOC128155688
CA|XM_052817523.1	LOC128155688
CA|XM_052817524.1	LOC128155689
CA|XM_052817525.1	LOC128155690
CA|XM_052817526.1	LOC128155690
CA|XM_052817527.1	LOC128155691
CA|XM_052817528.1	LOC128155691
CA|XM_052817529.1	LOC128155693
CA|XM_052817530.1	LOC128155695
CA|XM_052817531.1	LOC128155692
CA|XM_052817532.1	LOC128155696
CA|XM_052817533.1	LOC128155697
CA|XM_052817534.1	LOC128155697
CA|XM_052817535.1	LOC128155698
CA|XM_052817536.1	LOC128155699
CA|XM_052817537.1	LOC128155699
CA|XM_052817538.1	LOC128155700
CA|XM_052817539.1	LOC128155692
CA|XM_052817540.1	LOC128155700
CA|XM_052817541.1	LOC128155700
CA|XM_052817542.1	LOC128155701
CA|XM_052817543.1	LOC128155702
CA|XM_052817544.1	LOC128155704
CA|XM_052817545.1	LOC128155704
CA|XM_052817546.1	LOC128155704
CA|XM_052817547.1	LOC128155692
CA|XM_052817548.1	LOC128155704
CA|XM_052817549.1	LOC128155704
CA|XM_052817550.1	LOC128155704
CA|XM_052817551.1	LOC128155704
CA|XM_052817552.1	LOC128155706
CA|XM_052817553.1	LOC128155706
CA|XM_052817554.1	LOC128155707
CA|XM_052817555.1	LOC128155708
CA|XM_052817556.1	LOC128155710
CA|XM_052817557.1	LOC128155711
CA|XM_052817558.1	LOC128155712
CA|XM_052817559.1	LOC128155709
CA|XM_052817560.1	LOC128155712
CA|XM_052817561.1	LOC128155713
CA|XM_052817562.1	LOC128155714
CA|XM_052817563.1	LOC128155715
CA|XM_052817564.1	LOC128155717
CA|XM_052817565.1	LOC128155717
CA|XM_052817566.1	LOC128155719
CA|XM_052817567.1	LOC128155720
CA|XM_052817568.1	LOC128155721
CA|XM_052817569.1	LOC128155721
CA|XM_052817570.1	LOC128155722
CA|XM_052817571.1	LOC128155723
CA|XM_052817572.1	LOC128155724
CA|XM_052817573.1	LOC128155725
CA|XM_052817574.1	LOC128155726
CA|XM_052817575.1	LOC128155727
CA|XM_052817576.1	LOC128155727
CA|XM_052817577.1	LOC128155730
CA|XM_052817578.1	LOC128155731
CA|XM_052817579.1	LOC128155728
CA|XM_052817580.1	LOC128155732
CA|XM_052817581.1	LOC128155733
CA|XM_052817582.1	LOC128155735
CA|XM_052817583.1	LOC128155737
CA|XM_052817584.1	LOC128155741
CA|XM_052817585.1	LOC128155743
CA|XM_052817586.1	LOC128155743
CA|XM_052817587.1	LOC128155743
CA|XM_052817588.1	LOC128155744
CA|XM_052817589.1	LOC128155744
CA|XM_052817590.1	LOC128155745
CA|XM_052817591.1	LOC128155747
CA|XM_052817592.1	LOC128155748
CA|XM_052817593.1	LOC128155748
CA|XM_052817594.1	LOC128155746
CA|XM_052817595.1	LOC128155749
CA|XM_052817596.1	LOC128155750
CA|XM_052817597.1	LOC128155751
CA|XM_052817598.1	LOC128155751
CA|XM_052817599.1	LOC128155752
CA|XM_052817600.1	LOC128155753
CA|XM_052817601.1	LOC128155753
CA|XM_052817602.1	LOC128155753
CA|XM_052817603.1	LOC128155755
CA|XM_052817604.1	LOC128155755
CA|XM_052817605.1	LOC128155756
CA|XM_052817606.1	LOC128155756
CA|XM_052817607.1	LOC128155754
CA|XM_052817608.1	LOC128155757
CA|XM_052817609.1	LOC128155758
CA|XM_052817610.1	LOC128155761
CA|XM_052817611.1	LOC128155761
CA|XM_052817612.1	LOC128155761
CA|XM_052817613.1	LOC128155761
CA|XM_052817614.1	LOC128155761
CA|XM_052817615.1	LOC128155763
CA|XM_052817616.1	LOC128155764
CA|XM_052817617.1	LOC128155736
CA|XM_052817618.1	LOC128155765
CA|XM_052817619.1	LOC128155768
CA|XM_052817620.1	LOC128155769
CA|XM_052817621.1	LOC128155770
CA|XM_052817622.1	LOC128155771
CA|XM_052817623.1	LOC128155773
CA|XM_052817624.1	LOC128155774
CA|XM_052817625.1	LOC128155775
CA|XM_052817626.1	LOC128155772
CA|XM_052817627.1	LOC128155776
CA|XM_052817628.1	LOC128155776
CA|XM_052817629.1	LOC128155776
CA|XM_052817630.1	LOC128155776
CA|XM_052817631.1	LOC128155776
CA|XM_052817632.1	LOC128155777
CA|XM_052817633.1	LOC128155777
CA|XM_052817634.1	LOC128155777
CA|XM_052817635.1	LOC128155778
CA|XM_052817636.1	LOC128155780
CA|XM_052817637.1	LOC128155781
CA|XM_052817638.1	LOC128155782
CA|XM_052817639.1	LOC128155782
CA|XM_052817640.1	LOC128155782
CA|XM_052817641.1	LOC128155783
CA|XM_052817642.1	LOC128155784
CA|XM_052817643.1	LOC128155786
CA|XM_052817644.1	LOC128155787
CA|XM_052817645.1	LOC128155787
CA|XM_052817646.1	LOC128155788
CA|XM_052817647.1	LOC128155785
CA|XM_052817648.1	LOC128155789
CA|XM_052817649.1	LOC128155789
CA|XM_052817650.1	LOC128155790
CA|XM_052817651.1	LOC128155791
CA|XM_052817652.1	LOC128155791
CA|XM_052817653.1	LOC128155791
CA|XM_052817654.1	LOC128155792
CA|XM_052817655.1	LOC128155794
CA|XM_052817656.1	LOC128155795
CA|XM_052817657.1	LOC128155793
CA|XM_052817658.1	LOC128155796
CA|XM_052817659.1	LOC128155797
CA|XM_052817660.1	LOC128155798
CA|XM_052817661.1	LOC128155799
CA|XM_052817662.1	LOC128155801
CA|XM_052817663.1	LOC128155801
CA|XM_052817664.1	LOC128155801
CA|XM_052817665.1	LOC128155801
CA|XM_052817666.1	LOC128155801
CA|XM_052817667.1	LOC128155803
CA|XM_052817668.1	LOC128155802
CA|XM_052817669.1	LOC128155807
CA|XM_052817670.1	LOC128155807
CA|XM_052817671.1	LOC128155808
CA|XM_052817672.1	LOC128155809
CA|XM_052817673.1	LOC128155810
CA|XM_052817674.1	LOC128155812
CA|XM_052817675.1	LOC128155812
CA|XM_052817676.1	LOC128155813
CA|XM_052817677.1	LOC128155811
CA|XM_052817678.1	LOC128155814
CA|XM_052817679.1	LOC128155814
CA|XM_052817680.1	LOC128155814
CA|XM_052817681.1	LOC128155814
CA|XM_052817682.1	LOC128155814
CA|XM_052817683.1	LOC128155814
CA|XM_052817684.1	LOC128155814
CA|XM_052817685.1	LOC128155814
CA|XM_052817686.1	LOC128155815
CA|XM_052817687.1	LOC128155815
CA|XM_052817688.1	LOC128155815
CA|XM_052817689.1	LOC128155815
CA|XM_052817690.1	LOC128155815
CA|XM_052817691.1	LOC128155816
CA|XM_052817692.1	LOC128155817
CA|XM_052817693.1	LOC128155819
CA|XM_052817694.1	LOC128155819
CA|XM_052817695.1	LOC128155820
CA|XM_052817696.1	LOC128155821
CA|XM_052817697.1	LOC128155821
CA|XM_052817698.1	LOC128155821
CA|XM_052817699.1	LOC128155822
CA|XM_052817700.1	LOC128155816
CA|XM_052817701.1	LOC128155824
CA|XM_052817702.1	LOC128155825
CA|XM_052817703.1	LOC128155827
CA|XM_052817704.1	LOC128155828
CA|XM_052817705.1	LOC128155828
CA|XM_052817706.1	LOC128155830
CA|XM_052817707.1	LOC128155832
CA|XM_052817708.1	LOC128155829
CA|XM_052817709.1	LOC128155834
CA|XM_052817710.1	LOC128155837
CA|XM_052817711.1	LOC128155837
CA|XM_052817712.1	LOC128155837
CA|XM_052817713.1	LOC128155838
CA|XM_052817714.1	LOC128155838
CA|XM_052817715.1	LOC128155838
CA|XM_052817716.1	LOC128155840
CA|XM_052817717.1	LOC128155841
CA|XM_052817718.1	LOC128155839
CA|XM_052817719.1	LOC128155841
CA|XM_052817720.1	LOC128155841
CA|XM_052817721.1	LOC128155841
CA|XM_052817722.1	LOC128155842
CA|XM_052817723.1	LOC128155845
CA|XM_052817724.1	LOC128155846
CA|XM_052817725.1	LOC128155848
CA|XM_052817726.1	LOC128155850
CA|XM_052817727.1	LOC128155850
CA|XM_052817728.1	LOC128155847
CA|XM_052817729.1	LOC128155851
CA|XM_052817730.1	LOC128155852
CA|XM_052817731.1	LOC128155854
CA|XM_052817732.1	LOC128155854
CA|XM_052817733.1	LOC128155854
CA|XM_052817734.1	LOC128155855
CA|XM_052817735.1	LOC128155857
CA|XM_052817736.1	LOC128155858
CA|XM_052817737.1	LOC128155859
CA|XM_052817738.1	LOC128155860
CA|XM_052817739.1	LOC128155861
CA|XM_052817740.1	LOC128155862
CA|XM_052817741.1	LOC128155863
CA|XM_052817742.1	LOC128155864
CA|XM_052817743.1	LOC128155866
CA|XM_052817744.1	LOC128155869
CA|XM_052817745.1	LOC128155870
CA|XM_052817746.1	LOC128155868
CA|XM_052817747.1	LOC128155870
CA|XM_052817748.1	LOC128155871
CA|XM_052817749.1	LOC128155871
CA|XM_052817750.1	LOC128155871
CA|XM_052817751.1	LOC128155871
CA|XM_052817752.1	LOC128155872
CA|XM_052817753.1	LOC128155872
CA|XM_052817754.1	LOC128155868
CA|XM_052817755.1	LOC128155873
CA|XM_052817756.1	LOC128155873
CA|XM_052817757.1	LOC128155873
CA|XM_052817758.1	LOC128155875
CA|XM_052817759.1	LOC128155876
CA|XM_052817760.1	LOC128155876
CA|XM_052817761.1	LOC128155877
CA|XM_052817762.1	LOC128155879
CA|XM_052817763.1	LOC128155881
CA|XM_052817764.1	LOC128155878
CA|XM_052817765.1	LOC128155882
CA|XM_052817766.1	LOC128155883
CA|XM_052817767.1	LOC128155883
CA|XM_052817768.1	LOC128155884
CA|XM_052817769.1	LOC128155885
CA|XM_052817770.1	LOC128155886
CA|XM_052817771.1	LOC128155886
CA|XM_052817772.1	LOC128155878
CA|XM_052817773.1	LOC128155887
CA|XM_052817774.1	LOC128155890
CA|XM_052817775.1	LOC128155890
CA|XM_052817776.1	LOC128155891
CA|XM_052817777.1	LOC128155891
CA|XM_052817778.1	LOC128155891
CA|XM_052817779.1	LOC128155893
CA|XM_052817780.1	LOC128155894
CA|XM_052817781.1	LOC128155895
CA|XM_052817782.1	LOC128155895
CA|XM_052817783.1	LOC128155896
CA|XM_052817784.1	LOC128155897
CA|XM_052817785.1	LOC128155898
CA|XM_052817786.1	LOC128155900
CA|XM_052817787.1	LOC128155900
CA|XM_052817788.1	LOC128155900
CA|XM_052817789.1	LOC128155901
CA|XM_052817790.1	LOC128155902
CA|XM_052817791.1	LOC128155903
CA|XM_052817792.1	LOC128155906
CA|XM_052817793.1	LOC128155905
CA|XM_052817794.1	LOC128155909
CA|XM_052817795.1	LOC128155909
CA|XM_052817796.1	LOC128155911
CA|XM_052817797.1	LOC128155912
CA|XM_052817798.1	LOC128155913
CA|XM_052817799.1	LOC128155914
CA|XM_052817800.1	LOC128155916
CA|XM_052817801.1	LOC128155916
CA|XM_052817802.1	LOC128155917
CA|XM_052817803.1	LOC128155917
CA|XM_052817804.1	LOC128155918
CA|XM_052817805.1	LOC128155919
CA|XM_052817806.1	LOC128155920
CA|XM_052817807.1	LOC128155923
CA|XM_052817808.1	LOC128155924
CA|XM_052817809.1	LOC128155925
CA|XM_052817810.1	LOC128155922
CA|XM_052817811.1	LOC128155925
CA|XM_052817812.1	LOC128155925
CA|XM_052817813.1	LOC128155926
CA|XM_052817814.1	LOC128155927
CA|XM_052817815.1	LOC128155927
CA|XM_052817816.1	LOC128155927
CA|XM_052817817.1	LOC128155928
CA|XM_052817818.1	LOC128155929
CA|XM_052817819.1	LOC128155922
CA|XM_052817820.1	LOC128155929
CA|XM_052817821.1	LOC128155929
CA|XM_052817822.1	LOC128155929
CA|XM_052817823.1	LOC128155929
CA|XM_052817824.1	LOC128155929
CA|XM_052817825.1	LOC128155929
CA|XM_052817826.1	LOC128155929
CA|XM_052817827.1	LOC128155930
CA|XM_052817828.1	LOC128155931
CA|XM_052817829.1	LOC128189658
CA|XM_052817830.1	LOC128155922
CA|XM_052817831.1	LOC128155933
CA|XM_052817832.1	LOC128155933
CA|XM_052817833.1	LOC128155933
CA|XM_052817834.1	LOC128155934
CA|XM_052817835.1	LOC128155935
CA|XM_052817836.1	LOC128155937
CA|XM_052817837.1	LOC128155937
CA|XM_052817838.1	LOC128155938
CA|XM_052817839.1	LOC128155936
CA|XM_052817840.1	LOC128155939
CA|XM_052817841.1	LOC128155940
CA|XM_052817842.1	LOC128155941
CA|XM_052817843.1	LOC128155941
CA|XM_052817844.1	LOC128155942
CA|XM_052817845.1	LOC128155943
CA|XM_052817846.1	LOC128155943
CA|XM_052817847.1	LOC128155944
CA|XM_052817848.1	LOC128155946
CA|XM_052817849.1	LOC128155947
CA|XM_052817850.1	LOC128155947
CA|XM_052817851.1	LOC128155947
CA|XM_052817852.1	LOC128155945
CA|XM_052817853.1	LOC128155947
CA|XM_052817854.1	LOC128155947
CA|XM_052817855.1	LOC128155947
CA|XM_052817856.1	LOC128155947
CA|XM_052817857.1	LOC128155947
CA|XM_052817858.1	LOC128155947
CA|XM_052817859.1	LOC128155947
CA|XM_052817860.1	LOC128155947
CA|XM_052817861.1	LOC128155947
CA|XM_052817862.1	LOC128155947
CA|XM_052817863.1	LOC128155947
CA|XM_052817864.1	LOC128155947
CA|XM_052817865.1	LOC128155947
CA|XM_052817866.1	LOC128155947
CA|XM_052817867.1	LOC128155947
CA|XM_052817868.1	LOC128155948
CA|XM_052817869.1	LOC128155947
CA|XM_052817870.1	LOC128155947
CA|XM_052817871.1	LOC128155947
CA|XM_052817872.1	LOC128155947
CA|XM_052817873.1	LOC128155947
CA|XM_052817874.1	LOC128155947
CA|XM_052817875.1	LOC128155947
CA|XM_052817876.1	LOC128155947
CA|XM_052817877.1	LOC128155947
CA|XM_052817878.1	LOC128155947
CA|XM_052817879.1	LOC128155950
CA|XM_052817880.1	LOC128155951
CA|XM_052817881.1	LOC128155951
CA|XM_052817882.1	LOC128155951
CA|XM_052817883.1	LOC128155949
CA|XM_052817884.1	LOC128155953
CA|XM_052817885.1	LOC128155954
CA|XM_052817886.1	LOC128155955
CA|XM_052817887.1	LOC128155960
CA|XM_052817888.1	LOC128155961
CA|XM_052817889.1	LOC128155962
CA|XM_052817890.1	LOC128155962
CA|XM_052817891.1	LOC128155959
CA|XM_052817892.1	LOC128155962
CA|XM_052817893.1	LOC128155962
CA|XM_052817894.1	LOC128155963
CA|XM_052817895.1	LOC128155964
CA|XM_052817896.1	LOC128155965
CA|XM_052817897.1	LOC128155966
CA|XM_052817898.1	LOC128155967
CA|XM_052817899.1	LOC128155969
CA|XM_052817900.1	LOC128155970
CA|XM_052817901.1	LOC128155970
CA|XM_052817902.1	LOC128155971
CA|XM_052817903.1	LOC128155968
CA|XM_052817904.1	LOC128155973
CA|XM_052817905.1	LOC128155974
CA|XM_052817906.1	LOC128155974
CA|XM_052817907.1	LOC128155975
CA|XM_052817908.1	LOC128155975
CA|XM_052817909.1	LOC128155976
CA|XM_052817910.1	LOC128155968
CA|XM_052817911.1	LOC128155976
CA|XM_052817912.1	LOC128155976
CA|XM_052817913.1	LOC128155976
CA|XM_052817914.1	LOC128155976
CA|XM_052817915.1	LOC128155978
CA|XM_052817916.1	LOC128155979
CA|XM_052817917.1	LOC128155980
CA|XM_052817918.1	LOC128155980
CA|XM_052817919.1	LOC128155968
CA|XM_052817920.1	LOC128155981
CA|XM_052817921.1	LOC128155981
CA|XM_052817922.1	LOC128155981
CA|XM_052817923.1	LOC128155982
CA|XM_052817924.1	LOC128155982
CA|XM_052817925.1	LOC128155983
CA|XM_052817926.1	LOC128155984
CA|XM_052817927.1	LOC128155984
CA|XM_052817928.1	LOC128155985
CA|XM_052817929.1	LOC128155986
CA|XM_052817930.1	LOC128155987
CA|XM_052817931.1	LOC128155988
CA|XM_052817932.1	LOC128155990
CA|XM_052817933.1	LOC128155991
CA|XM_052817934.1	LOC128155992
CA|XM_052817935.1	LOC128155989
CA|XM_052817936.1	LOC128155992
CA|XM_052817937.1	LOC128155992
CA|XM_052817938.1	LOC128155992
CA|XM_052817939.1	LOC128155992
CA|XM_052817940.1	LOC128155993
CA|XM_052817941.1	LOC128155993
CA|XM_052817942.1	LOC128155994
CA|XM_052817943.1	LOC128155994
CA|XM_052817944.1	LOC128155994
CA|XM_052817945.1	LOC128155994
CA|XM_052817946.1	LOC128155996
CA|XM_052817947.1	LOC128155997
CA|XM_052817948.1	LOC128155995
CA|XM_052817949.1	LOC128155998
CA|XM_052817950.1	LOC128155999
CA|XM_052817951.1	LOC128156000
CA|XM_052817952.1	LOC128155977
CA|XM_052817953.1	LOC128156003
CA|XM_052817954.1	LOC128156003
CA|XM_052817955.1	LOC128156004
CA|XM_052817956.1	LOC128156006
CA|XM_052817957.1	LOC128156007
CA|XM_052817958.1	LOC128156007
CA|XM_052817959.1	LOC128156008
CA|XM_052817960.1	LOC128156005
CA|XM_052817961.1	LOC128156009
CA|XM_052817962.1	LOC128156010
CA|XM_052817963.1	LOC128156012
CA|XM_052817964.1	LOC128156012
CA|XM_052817965.1	LOC128156012
CA|XM_052817966.1	LOC128156013
CA|XM_052817967.1	LOC128156015
CA|XM_052817968.1	LOC128156015
CA|XM_052817969.1	LOC128156015
CA|XM_052817970.1	LOC128156016
CA|XM_052817971.1	LOC128156014
CA|XM_052817972.1	LOC128156018
CA|XM_052817973.1	LOC128156019
CA|XM_052817974.1	LOC128156020
CA|XM_052817975.1	LOC128156021
CA|XM_052817976.1	LOC128156022
CA|XM_052817977.1	LOC128156023
CA|XM_052817978.1	LOC128156023
CA|XM_052817979.1	LOC128156025
CA|XM_052817980.1	LOC128156025
CA|XM_052817981.1	LOC128156026
CA|XM_052817982.1	LOC128156024
CA|XM_052817983.1	LOC128156026
CA|XM_052817984.1	LOC128156026
CA|XM_052817985.1	LOC128156028
CA|XM_052817986.1	LOC128156028
CA|XM_052817987.1	LOC128156029
CA|XM_052817988.1	LOC128156031
CA|XM_052817989.1	LOC128156024
CA|XM_052817990.1	LOC128156032
CA|XM_052817991.1	LOC128156033
CA|XM_052817992.1	LOC128156035
CA|XM_052817993.1	LOC128156035
CA|XM_052817994.1	LOC128156037
CA|XM_052817995.1	LOC128156024
CA|XM_052817996.1	LOC128156038
CA|XM_052817997.1	LOC128156039
CA|XM_052817998.1	LOC128156040
CA|XM_052817999.1	LOC128156040
CA|XM_052818000.1	LOC128156041
CA|XM_052818001.1	LOC128156042
CA|XM_052818002.1	LOC128156042
CA|XM_052818003.1	LOC128156042
CA|XM_052818004.1	LOC128156024
CA|XM_052818005.1	LOC128156043
CA|XM_052818006.1	LOC128156044
CA|XM_052818007.1	LOC128156045
CA|XM_052818008.1	LOC128156045
CA|XM_052818009.1	LOC128156045
CA|XM_052818010.1	LOC128156046
CA|XM_052818011.1	LOC128156024
CA|XM_052818012.1	LOC128156047
CA|XM_052818013.1	LOC128156048
CA|XM_052818014.1	LOC128156048
CA|XM_052818015.1	LOC128156048
CA|XM_052818016.1	LOC128156049
CA|XM_052818017.1	LOC128156049
CA|XM_052818018.1	LOC128156049
CA|XM_052818019.1	LOC128156049
CA|XM_052818020.1	LOC128156050
CA|XM_052818021.1	LOC128156024
CA|XM_052818022.1	LOC128156051
CA|XM_052818023.1	LOC128156051
CA|XM_052818024.1	LOC128156051
CA|XM_052818025.1	LOC128156052
CA|XM_052818026.1	LOC128156052
CA|XM_052818027.1	LOC128156052
CA|XM_052818028.1	LOC128156052
CA|XM_052818029.1	LOC128156053
CA|XM_052818030.1	LOC128156024
CA|XM_052818031.1	LOC128156054
CA|XM_052818032.1	LOC128156054
CA|XM_052818033.1	LOC128156054
CA|XM_052818034.1	LOC128156054
CA|XM_052818035.1	LOC128156054
CA|XM_052818036.1	LOC128156054
CA|XM_052818037.1	LOC128156055
CA|XM_052818038.1	LOC128156056
CA|XM_052818039.1	LOC128156056
CA|XM_052818040.1	LOC128156024
CA|XM_052818041.1	LOC128156056
CA|XM_052818042.1	LOC128156056
CA|XM_052818043.1	LOC128156057
CA|XM_052818044.1	LOC128156058
CA|XM_052818045.1	LOC128156059
CA|XM_052818046.1	LOC128156060
CA|XM_052818047.1	LOC128156060
CA|XM_052818048.1	LOC128156024
CA|XM_052818049.1	LOC128156061
CA|XM_052818050.1	LOC128156061
CA|XM_052818051.1	LOC128156062
CA|XM_052818052.1	LOC128156062
CA|XM_052818053.1	LOC128156063
CA|XM_052818054.1	LOC128156064
CA|XM_052818055.1	LOC128156064
CA|XM_052818056.1	LOC128156064
CA|XM_052818057.1	LOC128156067
CA|XM_052818058.1	LOC128156068
CA|XM_052818059.1	LOC128156069
CA|XM_052818060.1	LOC128156066
CA|XM_052818061.1	LOC128156069
CA|XM_052818062.1	LOC128156071
CA|XM_052818063.1	LOC128156072
CA|XM_052818064.1	LOC128156073
CA|XM_052818065.1	LOC128156075
CA|XM_052818066.1	LOC128156077
CA|XM_052818067.1	LOC128156077
CA|XM_052818068.1	LOC128156078
CA|XM_052818069.1	LOC128156078
CA|XM_052818070.1	LOC128156076
CA|XM_052818071.1	LOC128156079
CA|XM_052818072.1	LOC128156080
CA|XM_052818073.1	LOC128156081
CA|XM_052818074.1	LOC128156081
CA|XM_052818075.1	LOC128156081
CA|XM_052818076.1	LOC128156082
CA|XM_052818077.1	LOC128156083
CA|XM_052818078.1	LOC128156083
CA|XM_052818079.1	LOC128156083
CA|XM_052818080.1	LOC128156085
CA|XM_052818081.1	LOC128156086
